database_id,target_id,comparator_id,analysis_id,covariate_id,coefficient
YUHS,1792797,1793457,1,0,3.9354953616135715
YUHS,1792797,1793457,2,0,3.9354953616135715
YUHS,1792797,1793457,3,0,6.325270488824344
YUHS,1792797,1793457,3,2012006,-3.0267505566600423
YUHS,1792797,1793457,3,3001604704,2.819793911836065
YUHS,1792797,1793457,3,3052023704,-2.803483596413379
YUHS,1792797,1793457,3,30101562710,2.4159383199755964
YUHS,1792797,1793457,3,40769783704,2.3912797291116474
YUHS,1792797,1793457,3,3007,-2.223123127346439
YUHS,1792797,1793457,3,2013006,-1.8270766331595785
YUHS,1792797,1793457,3,21601522413,1.786895118516511
YUHS,1792797,1793457,3,21601815410,-1.7483956611133233
YUHS,1792797,1793457,3,19050104404,-1.6437366693379272
YUHS,1792797,1793457,3,3027598704,1.486130508232712
YUHS,1792797,1793457,3,21602819410,1.479609290359492
YUHS,1792797,1793457,3,30009053710,-1.3719829794443361
YUHS,1792797,1793457,3,40762532702,-1.3705758441334974
YUHS,1792797,1793457,3,21601625412,-1.3070026034460696
YUHS,1792797,1793457,3,4219810602,1.282923354129659
YUHS,1792797,1793457,3,1597756402,-1.2827851825714431
YUHS,1792797,1793457,3,2015006,1.2621036665362129
YUHS,1792797,1793457,3,4305581504,-1.2152929613159944
YUHS,1792797,1793457,3,317576210,-1.1805171398435523
YUHS,1792797,1793457,3,3016771702,1.1175943360097498
YUHS,1792797,1793457,3,40515208204,1.0775402266018714
YUHS,1792797,1793457,3,21601833412,-1.0180427444546531
YUHS,1792797,1793457,3,4111393202,-0.9550609057561827
YUHS,1792797,1793457,3,443784212,0.906976677877429
YUHS,1792797,1793457,3,14003,0.837014299857501
YUHS,1792797,1793457,3,318800210,0.8257975553054685
YUHS,1792797,1793457,3,30186772710,-0.8155168004434084
YUHS,1792797,1793457,3,30101563710,-0.8083635766325472
YUHS,1792797,1793457,3,30222172710,-0.7853112811181272
YUHS,1792797,1793457,3,30190693710,0.7653974973358422
YUHS,1792797,1793457,3,30072203710,-0.7648918343136591
YUHS,1792797,1793457,3,1346823404,0.7645238821099104
YUHS,1792797,1793457,3,4159131210,-0.744664920365419
YUHS,1792797,1793457,3,30221922710,-0.722667977369932
YUHS,1792797,1793457,3,315296202,-0.7016437600650735
YUHS,1792797,1793457,3,45772824604,0.6994155513143945
YUHS,1792797,1793457,3,3016948704,0.6955678943403868
YUHS,1792797,1793457,3,3000067704,-0.6913427266156487
YUHS,1792797,1793457,3,45768093602,-0.689760203226573
YUHS,1792797,1793457,3,12003,-0.5744092117009048
YUHS,1792797,1793457,3,21601108410,0.5576597803302898
YUHS,1792797,1793457,3,3043181702,-0.5403216012020925
YUHS,1792797,1793457,3,30095422710,-0.4938176132600185
YUHS,1792797,1793457,3,4042056212,-0.4895156845536987
YUHS,1792797,1793457,3,43534771412,0.48124107470184907
YUHS,1792797,1793457,3,30045012710,-0.47387244671749784
YUHS,1792797,1793457,3,8532001,0.43357906650748573
YUHS,1792797,1793457,3,1036228402,0.43183632855791393
YUHS,1792797,1793457,3,21600801410,0.39733563893694135
YUHS,1792797,1793457,3,4283892502,0.3727937894990761
YUHS,1792797,1793457,3,3028437704,-0.35404588725068253
YUHS,1792797,1793457,3,21602795410,0.3101809617206941
YUHS,1792797,1793457,3,4229928604,-0.2851927838577003
YUHS,1792797,1793457,3,1317640402,-0.27578896037838513
YUHS,1792797,1793457,3,21600280412,0.2407094791605248
YUHS,1792797,1793457,3,312327202,-0.23782929979080752
YUHS,1792797,1793457,3,1332418402,-0.22554108601579864
YUHS,1792797,1793457,3,1307046413,-0.22194284590296118
YUHS,1792797,1793457,3,19050104413,-0.21843501039650634
YUHS,1792797,1793457,3,407697833710,0.20798010098403125
YUHS,1792797,1793457,3,319844210,0.1969395320952752
YUHS,1792797,1793457,3,21601745410,-0.18868988867746292
YUHS,1792797,1793457,3,19005626402,-0.16517980981759114
YUHS,1792797,1793457,3,4041848502,0.15842735754206663
YUHS,1792797,1793457,3,3034717702,-0.15493577023238667
YUHS,1792797,1793457,3,30057852710,0.15085983426219743
YUHS,1792797,1793457,3,30191742710,-0.1454679773902026
YUHS,1792797,1793457,3,21601541413,0.13999880062860684
YUHS,1792797,1793457,3,1036228410,0.13293787792755352
YUHS,1792797,1793457,3,21601815413,-0.12336482098847076
YUHS,1792797,1793457,3,1332418410,-0.10034486767438237
YUHS,1792797,1793457,3,45761363604,-0.09441982404854522
YUHS,1792797,1793457,3,21603436410,0.08408738259208519
YUHS,1792797,1793457,3,21600046410,0.07489409753158763
YUHS,1792797,1793457,3,21601625413,-0.07350038026705041
YUHS,1792797,1793457,3,1597756410,-0.0665530748451642
YUHS,1792797,1793457,3,21600802410,0.05911641099284527
YUHS,1792797,1793457,3,21601845410,-0.0540302319937506
YUHS,1792797,1793457,3,30191982710,-0.049466728049411685
YUHS,1792797,1793457,3,30347172710,-0.048047491661117804
YUHS,1792797,1793457,3,1351557402,0.046376181990079396
YUHS,1792797,1793457,3,21601833410,-0.04202898018938498
YUHS,1792797,1793457,3,30079132710,-0.02979170844927048
YUHS,1792797,1793457,3,1317640410,-0.028465388186717795
YUHS,1792797,1793457,3,3006315704,0.026842639538319807
YUHS,1792797,1793457,3,3045355702,-0.024486091789937395
YUHS,1792797,1793457,3,1351557410,0.02384291532076384
YUHS,1792797,1793457,3,19050104412,-0.02228926154280567
YUHS,1792797,1793457,3,4111393210,-0.021847642479070346
YUHS,1792797,1793457,3,30069233710,-0.01309835258399367
YUHS,1792797,1793457,3,3017354704,0.011663570096157604
YUHS,1792797,1793457,3,3002030704,0.007381293684534941
YUHS,1792797,1793457,3,21601522410,0.005024625823585278
YUHS,1792797,1793457,3,19005626410,-0.004747810254230908
YUHS,1792797,1793457,3,315296210,-0.0035556255888810695
YUHS,1792797,1793457,3,312327204,-0.0018527929395141009
YUHS,1792797,1793457,3,21601746410,-0.0010567714628558584
YUHS,1792797,1793457,3,1346823412,0.0010528926713244842
YUHS,1792797,1793457,3,30000672710,-0.0010403653673571693
YUHS,1792797,1793457,3,19071966413,-1.0303861461878645e-4
YUHS,1792797,1793457,3,3006504704,3.922193586649161e-6
YUHS,1792797,1793457,3,3019069704,1.571928764339429e-7
YUHS,1792797,1793457,3,3003311704,4.558810144287509e-9
YUHS,1792797,1793457,3,3019198704,1.1005901593881394e-11
YUHS,1792797,1793457,3,3022096704,3.0461818293790838e-12
YUHS,1792797,1793457,3,3010224704,1.1398059809673345e-12
YUHS,1792797,1793457,3,3015586704,6.468866380389292e-13
YUHS,1792797,1793457,3,3013115704,4.439318651069767e-13
YUHS,1792797,1793457,4,0,6.325270488824344
YUHS,1792797,1793457,4,2012006,-3.0267505566600423
YUHS,1792797,1793457,4,3001604704,2.819793911836065
YUHS,1792797,1793457,4,3052023704,-2.803483596413379
YUHS,1792797,1793457,4,30101562710,2.4159383199755964
YUHS,1792797,1793457,4,40769783704,2.3912797291116474
YUHS,1792797,1793457,4,3007,-2.223123127346439
YUHS,1792797,1793457,4,2013006,-1.8270766331595785
YUHS,1792797,1793457,4,21601522413,1.786895118516511
YUHS,1792797,1793457,4,21601815410,-1.7483956611133233
YUHS,1792797,1793457,4,19050104404,-1.6437366693379272
YUHS,1792797,1793457,4,3027598704,1.486130508232712
YUHS,1792797,1793457,4,21602819410,1.479609290359492
YUHS,1792797,1793457,4,30009053710,-1.3719829794443361
YUHS,1792797,1793457,4,40762532702,-1.3705758441334974
YUHS,1792797,1793457,4,21601625412,-1.3070026034460696
YUHS,1792797,1793457,4,4219810602,1.282923354129659
YUHS,1792797,1793457,4,1597756402,-1.2827851825714431
YUHS,1792797,1793457,4,2015006,1.2621036665362129
YUHS,1792797,1793457,4,4305581504,-1.2152929613159944
YUHS,1792797,1793457,4,317576210,-1.1805171398435523
YUHS,1792797,1793457,4,3016771702,1.1175943360097498
YUHS,1792797,1793457,4,40515208204,1.0775402266018714
YUHS,1792797,1793457,4,21601833412,-1.0180427444546531
YUHS,1792797,1793457,4,4111393202,-0.9550609057561827
YUHS,1792797,1793457,4,443784212,0.906976677877429
YUHS,1792797,1793457,4,14003,0.837014299857501
YUHS,1792797,1793457,4,318800210,0.8257975553054685
YUHS,1792797,1793457,4,30186772710,-0.8155168004434084
YUHS,1792797,1793457,4,30101563710,-0.8083635766325472
YUHS,1792797,1793457,4,30222172710,-0.7853112811181272
YUHS,1792797,1793457,4,30190693710,0.7653974973358422
YUHS,1792797,1793457,4,30072203710,-0.7648918343136591
YUHS,1792797,1793457,4,1346823404,0.7645238821099104
YUHS,1792797,1793457,4,4159131210,-0.744664920365419
YUHS,1792797,1793457,4,30221922710,-0.722667977369932
YUHS,1792797,1793457,4,315296202,-0.7016437600650735
YUHS,1792797,1793457,4,45772824604,0.6994155513143945
YUHS,1792797,1793457,4,3016948704,0.6955678943403868
YUHS,1792797,1793457,4,3000067704,-0.6913427266156487
YUHS,1792797,1793457,4,45768093602,-0.689760203226573
YUHS,1792797,1793457,4,12003,-0.5744092117009048
YUHS,1792797,1793457,4,21601108410,0.5576597803302898
YUHS,1792797,1793457,4,3043181702,-0.5403216012020925
YUHS,1792797,1793457,4,30095422710,-0.4938176132600185
YUHS,1792797,1793457,4,4042056212,-0.4895156845536987
YUHS,1792797,1793457,4,43534771412,0.48124107470184907
YUHS,1792797,1793457,4,30045012710,-0.47387244671749784
YUHS,1792797,1793457,4,8532001,0.43357906650748573
YUHS,1792797,1793457,4,1036228402,0.43183632855791393
YUHS,1792797,1793457,4,21600801410,0.39733563893694135
YUHS,1792797,1793457,4,4283892502,0.3727937894990761
YUHS,1792797,1793457,4,3028437704,-0.35404588725068253
YUHS,1792797,1793457,4,21602795410,0.3101809617206941
YUHS,1792797,1793457,4,4229928604,-0.2851927838577003
YUHS,1792797,1793457,4,1317640402,-0.27578896037838513
YUHS,1792797,1793457,4,21600280412,0.2407094791605248
YUHS,1792797,1793457,4,312327202,-0.23782929979080752
YUHS,1792797,1793457,4,1332418402,-0.22554108601579864
YUHS,1792797,1793457,4,1307046413,-0.22194284590296118
YUHS,1792797,1793457,4,19050104413,-0.21843501039650634
YUHS,1792797,1793457,4,407697833710,0.20798010098403125
YUHS,1792797,1793457,4,319844210,0.1969395320952752
YUHS,1792797,1793457,4,21601745410,-0.18868988867746292
YUHS,1792797,1793457,4,19005626402,-0.16517980981759114
YUHS,1792797,1793457,4,4041848502,0.15842735754206663
YUHS,1792797,1793457,4,3034717702,-0.15493577023238667
YUHS,1792797,1793457,4,30057852710,0.15085983426219743
YUHS,1792797,1793457,4,30191742710,-0.1454679773902026
YUHS,1792797,1793457,4,21601541413,0.13999880062860684
YUHS,1792797,1793457,4,1036228410,0.13293787792755352
YUHS,1792797,1793457,4,21601815413,-0.12336482098847076
YUHS,1792797,1793457,4,1332418410,-0.10034486767438237
YUHS,1792797,1793457,4,45761363604,-0.09441982404854522
YUHS,1792797,1793457,4,21603436410,0.08408738259208519
YUHS,1792797,1793457,4,21600046410,0.07489409753158763
YUHS,1792797,1793457,4,21601625413,-0.07350038026705041
YUHS,1792797,1793457,4,1597756410,-0.0665530748451642
YUHS,1792797,1793457,4,21600802410,0.05911641099284527
YUHS,1792797,1793457,4,21601845410,-0.0540302319937506
YUHS,1792797,1793457,4,30191982710,-0.049466728049411685
YUHS,1792797,1793457,4,30347172710,-0.048047491661117804
YUHS,1792797,1793457,4,1351557402,0.046376181990079396
YUHS,1792797,1793457,4,21601833410,-0.04202898018938498
YUHS,1792797,1793457,4,30079132710,-0.02979170844927048
YUHS,1792797,1793457,4,1317640410,-0.028465388186717795
YUHS,1792797,1793457,4,3006315704,0.026842639538319807
YUHS,1792797,1793457,4,3045355702,-0.024486091789937395
YUHS,1792797,1793457,4,1351557410,0.02384291532076384
YUHS,1792797,1793457,4,19050104412,-0.02228926154280567
YUHS,1792797,1793457,4,4111393210,-0.021847642479070346
YUHS,1792797,1793457,4,30069233710,-0.01309835258399367
YUHS,1792797,1793457,4,3017354704,0.011663570096157604
YUHS,1792797,1793457,4,3002030704,0.007381293684534941
YUHS,1792797,1793457,4,21601522410,0.005024625823585278
YUHS,1792797,1793457,4,19005626410,-0.004747810254230908
YUHS,1792797,1793457,4,315296210,-0.0035556255888810695
YUHS,1792797,1793457,4,312327204,-0.0018527929395141009
YUHS,1792797,1793457,4,21601746410,-0.0010567714628558584
YUHS,1792797,1793457,4,1346823412,0.0010528926713244842
YUHS,1792797,1793457,4,30000672710,-0.0010403653673571693
YUHS,1792797,1793457,4,19071966413,-1.0303861461878645e-4
YUHS,1792797,1793457,4,3006504704,3.922193586649161e-6
YUHS,1792797,1793457,4,3019069704,1.571928764339429e-7
YUHS,1792797,1793457,4,3003311704,4.558810144287509e-9
YUHS,1792797,1793457,4,3019198704,1.1005901593881394e-11
YUHS,1792797,1793457,4,3022096704,3.0461818293790838e-12
YUHS,1792797,1793457,4,3010224704,1.1398059809673345e-12
YUHS,1792797,1793457,4,3015586704,6.468866380389292e-13
YUHS,1792797,1793457,4,3013115704,4.439318651069767e-13
YUHS,1792797,1793457,5,0,6.325270488824344
YUHS,1792797,1793457,5,2012006,-3.0267505566600423
YUHS,1792797,1793457,5,3001604704,2.819793911836065
YUHS,1792797,1793457,5,3052023704,-2.803483596413379
YUHS,1792797,1793457,5,30101562710,2.4159383199755964
YUHS,1792797,1793457,5,40769783704,2.3912797291116474
YUHS,1792797,1793457,5,3007,-2.223123127346439
YUHS,1792797,1793457,5,2013006,-1.8270766331595785
YUHS,1792797,1793457,5,21601522413,1.786895118516511
YUHS,1792797,1793457,5,21601815410,-1.7483956611133233
YUHS,1792797,1793457,5,19050104404,-1.6437366693379272
YUHS,1792797,1793457,5,3027598704,1.486130508232712
YUHS,1792797,1793457,5,21602819410,1.479609290359492
YUHS,1792797,1793457,5,30009053710,-1.3719829794443361
YUHS,1792797,1793457,5,40762532702,-1.3705758441334974
YUHS,1792797,1793457,5,21601625412,-1.3070026034460696
YUHS,1792797,1793457,5,4219810602,1.282923354129659
YUHS,1792797,1793457,5,1597756402,-1.2827851825714431
YUHS,1792797,1793457,5,2015006,1.2621036665362129
YUHS,1792797,1793457,5,4305581504,-1.2152929613159944
YUHS,1792797,1793457,5,317576210,-1.1805171398435523
YUHS,1792797,1793457,5,3016771702,1.1175943360097498
YUHS,1792797,1793457,5,40515208204,1.0775402266018714
YUHS,1792797,1793457,5,21601833412,-1.0180427444546531
YUHS,1792797,1793457,5,4111393202,-0.9550609057561827
YUHS,1792797,1793457,5,443784212,0.906976677877429
YUHS,1792797,1793457,5,14003,0.837014299857501
YUHS,1792797,1793457,5,318800210,0.8257975553054685
YUHS,1792797,1793457,5,30186772710,-0.8155168004434084
YUHS,1792797,1793457,5,30101563710,-0.8083635766325472
YUHS,1792797,1793457,5,30222172710,-0.7853112811181272
YUHS,1792797,1793457,5,30190693710,0.7653974973358422
YUHS,1792797,1793457,5,30072203710,-0.7648918343136591
YUHS,1792797,1793457,5,1346823404,0.7645238821099104
YUHS,1792797,1793457,5,4159131210,-0.744664920365419
YUHS,1792797,1793457,5,30221922710,-0.722667977369932
YUHS,1792797,1793457,5,315296202,-0.7016437600650735
YUHS,1792797,1793457,5,45772824604,0.6994155513143945
YUHS,1792797,1793457,5,3016948704,0.6955678943403868
YUHS,1792797,1793457,5,3000067704,-0.6913427266156487
YUHS,1792797,1793457,5,45768093602,-0.689760203226573
YUHS,1792797,1793457,5,12003,-0.5744092117009048
YUHS,1792797,1793457,5,21601108410,0.5576597803302898
YUHS,1792797,1793457,5,3043181702,-0.5403216012020925
YUHS,1792797,1793457,5,30095422710,-0.4938176132600185
YUHS,1792797,1793457,5,4042056212,-0.4895156845536987
YUHS,1792797,1793457,5,43534771412,0.48124107470184907
YUHS,1792797,1793457,5,30045012710,-0.47387244671749784
YUHS,1792797,1793457,5,8532001,0.43357906650748573
YUHS,1792797,1793457,5,1036228402,0.43183632855791393
YUHS,1792797,1793457,5,21600801410,0.39733563893694135
YUHS,1792797,1793457,5,4283892502,0.3727937894990761
YUHS,1792797,1793457,5,3028437704,-0.35404588725068253
YUHS,1792797,1793457,5,21602795410,0.3101809617206941
YUHS,1792797,1793457,5,4229928604,-0.2851927838577003
YUHS,1792797,1793457,5,1317640402,-0.27578896037838513
YUHS,1792797,1793457,5,21600280412,0.2407094791605248
YUHS,1792797,1793457,5,312327202,-0.23782929979080752
YUHS,1792797,1793457,5,1332418402,-0.22554108601579864
YUHS,1792797,1793457,5,1307046413,-0.22194284590296118
YUHS,1792797,1793457,5,19050104413,-0.21843501039650634
YUHS,1792797,1793457,5,407697833710,0.20798010098403125
YUHS,1792797,1793457,5,319844210,0.1969395320952752
YUHS,1792797,1793457,5,21601745410,-0.18868988867746292
YUHS,1792797,1793457,5,19005626402,-0.16517980981759114
YUHS,1792797,1793457,5,4041848502,0.15842735754206663
YUHS,1792797,1793457,5,3034717702,-0.15493577023238667
YUHS,1792797,1793457,5,30057852710,0.15085983426219743
YUHS,1792797,1793457,5,30191742710,-0.1454679773902026
YUHS,1792797,1793457,5,21601541413,0.13999880062860684
YUHS,1792797,1793457,5,1036228410,0.13293787792755352
YUHS,1792797,1793457,5,21601815413,-0.12336482098847076
YUHS,1792797,1793457,5,1332418410,-0.10034486767438237
YUHS,1792797,1793457,5,45761363604,-0.09441982404854522
YUHS,1792797,1793457,5,21603436410,0.08408738259208519
YUHS,1792797,1793457,5,21600046410,0.07489409753158763
YUHS,1792797,1793457,5,21601625413,-0.07350038026705041
YUHS,1792797,1793457,5,1597756410,-0.0665530748451642
YUHS,1792797,1793457,5,21600802410,0.05911641099284527
YUHS,1792797,1793457,5,21601845410,-0.0540302319937506
YUHS,1792797,1793457,5,30191982710,-0.049466728049411685
YUHS,1792797,1793457,5,30347172710,-0.048047491661117804
YUHS,1792797,1793457,5,1351557402,0.046376181990079396
YUHS,1792797,1793457,5,21601833410,-0.04202898018938498
YUHS,1792797,1793457,5,30079132710,-0.02979170844927048
YUHS,1792797,1793457,5,1317640410,-0.028465388186717795
YUHS,1792797,1793457,5,3006315704,0.026842639538319807
YUHS,1792797,1793457,5,3045355702,-0.024486091789937395
YUHS,1792797,1793457,5,1351557410,0.02384291532076384
YUHS,1792797,1793457,5,19050104412,-0.02228926154280567
YUHS,1792797,1793457,5,4111393210,-0.021847642479070346
YUHS,1792797,1793457,5,30069233710,-0.01309835258399367
YUHS,1792797,1793457,5,3017354704,0.011663570096157604
YUHS,1792797,1793457,5,3002030704,0.007381293684534941
YUHS,1792797,1793457,5,21601522410,0.005024625823585278
YUHS,1792797,1793457,5,19005626410,-0.004747810254230908
YUHS,1792797,1793457,5,315296210,-0.0035556255888810695
YUHS,1792797,1793457,5,312327204,-0.0018527929395141009
YUHS,1792797,1793457,5,21601746410,-0.0010567714628558584
YUHS,1792797,1793457,5,1346823412,0.0010528926713244842
YUHS,1792797,1793457,5,30000672710,-0.0010403653673571693
YUHS,1792797,1793457,5,19071966413,-1.0303861461878645e-4
YUHS,1792797,1793457,5,3006504704,3.922193586649161e-6
YUHS,1792797,1793457,5,3019069704,1.571928764339429e-7
YUHS,1792797,1793457,5,3003311704,4.558810144287509e-9
YUHS,1792797,1793457,5,3019198704,1.1005901593881394e-11
YUHS,1792797,1793457,5,3022096704,3.0461818293790838e-12
YUHS,1792797,1793457,5,3010224704,1.1398059809673345e-12
